razon_social,estado,municipio,giro_actividad,tipo_certificado,vigencia,estatus_padron,source_url,source_date
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA ZACAPU SUBESTACIONES ANGAMACUTIRO DOS, PURÚANDIRO, VILLA JIMÉNEZ Y ZACAPU",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
TRIBUNAL ELECTORAL DEL PODER JUDICIAL DE LA FEDERACIÓN (SALA REGIONAL GUADALAJARA),Jalisco,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA APATZINGÁN, SUBESTACIONES COALCOMÁN, CRUCERO, DESCANSADERO, PINZÁNDARO.",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA APATZINGÁN, SUBESTACIONES ANTÚNEZ, APATZINGÁN, INGUARÁN, LA HUACANA, LOMBARDIA, NUEVA ITALIA, PRADERA, TEPALCATEPEC, VALLE VERDE.",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA URUAPAN, SUBESTACIONES CHARAPÁN, CONDEMBARO, LA ESPERANZA, MIRADOR, PARACHO DOS, TARETÁN, URUAPAN TRES.",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"RESINAS SINTÉTICAS, S.A. DE C.V.",Michoacan,,,Industria Limpia,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"ASOCIACIÓN ESTRATÉGICA AMBIENTAL Y LABORAL, S.A. DE C.V. (OSCAR CONSULTORES)",Jalisco,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"AEROPUERTO DE MORELIA, S.A. DE C.V.",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CORPORACIÓN DEL BALSAS, S.A. DE C.V. (MUELLE DE METALES Y MINERALES)",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA MORELIA, SUBESTACIONES TARIMBARO, CUITZEO, MORELOS, MORELIA NORTE, AEROPUERTO, ABASTOS, MORELIA INDUSTRIAL, PEDREGAL, CUITZILLOS Y TRIGUILLOS",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA ZAMORA, SUBESTACIONES ARBOLEDAS, GUASCUARO, IXTLÁN, JACONA, PERIBÁN, PURÉPERO, ZAMORA",Michoacan,,,Calidad Ambiental,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"BEBIDAS MUNDIALES, S. DE R.L. DE C.V. PLANTA LA FAVORITA",Jalisco,,,Industria Limpia,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
"CFE GENERACIÓN I EPS, CENTRAL HIDROELÉCTRICA INFIERNILLO",Michoacan,,,Industria Limpia,,CERTIFICADO_EMITIDO_EN_EL_ANIO,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_emitidos_programa_nacional_auditoria_ambiental/certificados_emitidos_pnaa.csv,2026-08-26
