empresa,parque,municipio,giro,estrato_personal_denue,fuente,source_url,source_date
ASPEL MOLDING DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
AVERY DENNISON,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
CENTURY MOLD MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
CHEONG WOON MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
COMISION NACIONAL DE LIBROS DE TEXTO GRATUITO,Bernardo Quintana,El Marqués (Qro),"Impresión de libros, periódicos y revistas",101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
COMISION NACIONAL DE LIBROS DE TEXTO GRATUITOS,Bernardo Quintana,El Marqués (Qro),"Impresión de libros, periódicos y revistas",101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
CORGRATE FIBERGLASS SYSTEMS,Bernardo Quintana,El Marqués (Qro),Fabricación de otros productos de plástico con reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
CORRUGADOS DE BAJA CALIFORNIA QUERETARO HC PLANTA,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de envases de cartón,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
DELISOURCE ALIMENTOS,El Marqués (zona industrial),El Marqués (Qro),Fabricación de preparaciones farmacéuticas,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
DISTRIBUIDORA COMERCIAL JAFRA,Parque Industrial Querétaro,Querétaro (Qro),"Fabricación de cosméticos, perfumes y otras preparaciones de tocador",251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
DOOREMALEN INDUSTRIES MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
FERRANDIZ,El Marqués (zona industrial),El Marqués (Qro),Impresión de formas continuas y otros impresos,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
FREUDENBERG NOK SEALING TECHNOLOGIES DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otros productos de hule,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
GRUPO ABC DE MEXICO PLANTA IV,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
HANMAC MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
IMS GEAR S,El Marqués (zona industrial),El Marqués (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
INDUSTRIAS CAMCA,Bernardo Quintana,El Marqués (Qro),Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ITW POLY MEX,Bernardo Quintana,El Marqués (Qro),Fabricación de aceites y grasas lubricantes,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
KI MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otros productos de plástico de uso industrial sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
KOPPERT MEXICO,El Marqués (zona industrial),El Marqués (Qro),"Fabricación de pesticidas y otros agroquímicos, excepto fertilizantes",101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
LOSIFRA,Bernardo Quintana,El Marqués (Qro),Fabricación de productos para embalaje y envases de madera,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MATERIAL Y EQUIPO LECTRICO DE QUERETARO,Bernardo Quintana,El Marqués (Qro),Fabricación de productos preesforzados de concreto,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MEXICO YUSEI,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de resinas sintéticas,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MONOSUISSE,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de fibras químicas,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
NOLATO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
NUCITEC,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de preparaciones farmacéuticas,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
OPTOFLUX MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
PHILLIPS MEDISIZE A MOLEX COMPANY,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de autopartes de plástico con y sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
PROVEM,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de envases de cartón,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ROBIN MEXICANA,Bernardo Quintana,El Marqués (Qro),Fabricación de bandas y mangueras de hule y de plástico,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
S RIKO DE QUERETARO,Bernardo Quintana,El Marqués (Qro),Fabricación de otros productos de hule,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
SAAR GUMMI MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de otros productos de hule,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
SAINT-GOBAIN PLAKA,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de yeso y productos de yeso,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
VIÑOPLASTIC INYECCION,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de otros productos de plástico de uso industrial sin reforzamiento,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
WOCO TECH DE MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de otros productos de hule,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
WYN DE MEXICO PRODUCTOS QUIMICOS,Bernardo Quintana,El Marqués (Qro),Fabricación de resinas sintéticas,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ACPS AUTOMOTIVE,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de carrocerías y remolques,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ALPHA INDUSTRY QUERETARO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de herrajes y cerraduras,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
AMQ,Bernardo Quintana,El Marqués (Qro),Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ASIENTOS ESTEBAN MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de asientos y accesorios interiores para vehículos automotores,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ASTEMO MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de partes de sistemas de dirección y de suspensión para vehículos au,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
AURIA,Bernardo Quintana,El Marqués (Qro),Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
AUTO CAST MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
AUTOLIV,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
BMC MEXICO AUTO PARTS,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de productos metálicos forjados y troquelados,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
BOMBARDIER AEROSPACE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de equipo aeroespacial,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
BROSE,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
CLIMATE SYSTEMS MEXICANA,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
COMMOSA,El Marqués (zona industrial),El Marqués (Qro),Fabricación de carrocerías y remolques,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
DANFOSS,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
DIVISION WIPERS L17 VESTA1,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automo,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
DK MEX,Bernardo Quintana,El Marqués (Qro),Fabricación de equipo de refrigeración industrial y comercial,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
ECKERLE DE MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automo,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
EIKA MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de otros productos eléctricos,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
EMZ HANAUER DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de aparatos de línea blanca,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
FEDERAL MOGUL SP MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de otras partes para vehículos automotrices,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
FEG DE QUERETARO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de productos metálicos forjados y troquelados,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
FRENOS Y MECANISMOS,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de partes de sistemas de frenos para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
GREENKOTE,Parque Industrial Querétaro,Querétaro (Qro),Recubrimientos y terminados metálicos,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
HARMAN DE MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de equipo de audio y de video,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
HATCH STAMPING DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
HC QUERETARO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de partes de sistemas de frenos para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
HI LEX MEXICANA,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
INDUSTRIAS MONTACARGAS CROWN,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de maquinaria y equipo para levantar y trasladar,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
INLAND TRAILER,El Marqués (zona industrial),El Marqués (Qro),Fabricación de carrocerías y remolques,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
INTEGRITY TOOL AND MOLD DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de maquinaria y equipo para la industria metalmecánica,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
IRIZAR MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de camiones y tractocamiones,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
JB TECNICS MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de material desechable de uso médico,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
JOHNSON MATTHEY DE MÉXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MALASA MEX CONTRACT,Bernardo Quintana,El Marqués (Qro),Fabricación de muebles de oficina y estantería,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MANN HUMMEL MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de otras partes para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MICROPLANE MEXICANA,El Marqués (zona industrial),El Marqués (Qro),Fabricación de utensilios de cocina metálicos,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
MSA DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),"Fabricación de equipo no electrónico para uso médico, dental y para laboratorio",251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
NEATON AUTO MEXICANA,El Marqués (zona industrial),El Marqués (Qro),Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
NETTELHOFF COLECTORES MEXICO,Bernardo Quintana,El Marqués (Qro),Fabricación de motores de gasolina y sus partes para vehículos automotrices,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
NIHON PLAST MEXICANA,Bernardo Quintana,El Marqués (Qro),Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
PETERSON SPRING,El Marqués (zona industrial),El Marqués (Qro),"Fabricación de alambre, productos de alambre y resortes",101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
SAMSUNG ELECTRONICS DIGITAL APPLIANCES MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de aparatos de línea blanca,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
TROQUELADORA BATESVILLE DE MEXICO,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de productos metálicos forjados y troquelados,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
VALEO SISTEMAS ELECTRICOS LIGTHING L17,Parque Industrial Querétaro,Querétaro (Qro),Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automo,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
VENTRAMEX,Bernardo Quintana,El Marqués (Qro),Fabricación de partes de sistemas de frenos para vehículos automotrices,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
VIBRACOUSTIC DE MEXICO QUERETARO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de partes de sistemas de dirección y de suspensión para vehículos au,101 a 250 personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
WATLOW DE MEXICO,El Marqués (zona industrial),El Marqués (Qro),Fabricación de otros productos eléctricos,251 y más personas,DENUE 05/2026 (colonia = parque),https://www.inegi.org.mx/contenidos/masiva/denue/denue_22_csv.zip,2026-08-26
