no,nombre_instalacion,estado,anio_vigencia,tipo_certificado
192,"PRAXAIR MÉXICO, S. DE R.L. DE C.V., PLANTA MAZATLÁN",Sinaloa,2026,Industria Limpia
193,"MOTORES JOHN DEERE, S.A. DE C.V.",Coahuila,2025,Industria Limpia
194,"ADMINISTRACIÓN DEL SISTEMA PORTUARIO NACIONAL, PUERTO CHIAPAS, S.A. DE C.V. (CENTRO INTEGRAL DE ATENCIÓN A CRUCEROS",Chiapas,2025,Calidad Ambiental Turistica
195,"ZF POWERTRAIN MODULES SALTILLO, S.A. DE C.V.",Coahuila,2026,Industria Limpia
196,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L DE C.V., PLANTA JARUDO",Chihuahua,2026,Industria Limpia
197,"EATON INDUSTRIES, S. DE R.L. DE C.V. (EATON AEROSPACE TIJUANA)",Baja California,2026,Industria Limpia
198,"ABB ELECTRICAL CONTROL SYSTEMS, S. DE R.L. DE C.V. - PLANTA RAMOS ARIZPE",Coahuila,2025,Industria Limpia
199,"FUERZA Y ENERGÍA DE NACO NOGALES, S.A. DE C.V.",Sonora,2026,Industria Limpia
200,"CFE GENERACIÓN VI EPS, CENTRAL CICLO COMBINADO POZA RICA",Veracruz,2025,Industria Limpia
201,"MOTORES JOHN DEERE, S.A. DE C.V. (JOHN DEERE ELECTRONIC SOLUTIONS)",Coahuila,2025,Industria Limpia
202,"CUAUTIPACK, S. DE R.L. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
203,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN MOJONERA",Jalisco,2025,Calidad Ambiental
204,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN PINAR",Jalisco,2025,Calidad Ambiental
205,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN ZOQUIPAN",Jalisco,2025,Calidad Ambiental
206,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA LIBERTAD, SUBESTACIÓN HUENTITÁN NUEVA",Jalisco,2025,Calidad Ambiental
207,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN MÉXICO",Jalisco,2025,Calidad Ambiental
208,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN ALAMEDA",Jalisco,2025,Calidad Ambiental
209,"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN EXPERIENCIA",Jalisco,2025,Calidad Ambiental
210,"CASA EL FRIJOLITO, S.A. DE C.V. (PLANTA)",Aguascalientes,2026,Calidad Ambiental
211,"APM TERMINALS LÁZARO CÁRDENAS, S.A. DE C.V.",Michoacan,2025,Calidad Ambiental
212,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN (FACULTAD DE CIENCIAS QUÍMICAS Y DIVISIÓN DE ESTUDIOS SUPERIORES),Nuevo León,2025,Calidad Ambiental
213,"PROMOTORA AMBIENTAL DE LA LAGUNA, S.A. DE C.V.(CENTRO DE OPERACIONES DEL SERVICIO DE RECOLECCIÓN EN EL MUNICIPIO DE COZUMEL)",Quintana Roo,2026,Calidad Ambiental
214,JUNTA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CULIACÁN (PLANTA POTABILIZADORA COUNTRY),Sinaloa,2026,Calidad Ambiental
215,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA VERACRUZ, SUBESTACIONES RIO MEDIO, MANDINGA Y VERACRUZ I",Veracruz,2025,Calidad Ambiental
216,"PROPIMEX, S. DE R.L. DE C.V. (CENTRO DE DISTRIBUCIÓN IZTACALCO)",Cd. de México / Zmvm,2025,Calidad Ambiental
217,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA ORIZABA, SUBESTACIONES ESCAMELA, FORTÍN, RÍO BLANCO Y ZONGOLICA.",Veracruz,2025,Calidad Ambiental
218,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA POZA RICA, SUBESTACIONES BUENA VISTA, CERRO AZUL II, ESFUERZO Y GUTIERREZ ZAMORA II.",Veracruz,2025,Calidad Ambiental
219,"PRODUCTOS AUTOMOTRICES, S.A. DE C.V. (SUCURSAL PERIFÉRICO DE LA JUVENTUD)",Chihuahua,2026,Calidad Ambiental
220,"AEROPUERTO DE MONTERREY, S.A. DE C.V.",Nuevo León,2026,Calidad Ambiental
221,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CANCÚN, SUBESTACIÓN PUERTO JUÁREZ",Quintana Roo,2025,Calidad Ambiental
222,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA RIVIERA MAYA, SUBESTACIÓN TULUM",Quintana Roo,2025,Calidad Ambiental
223,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA RIVIERA MAYA, SUBESTACIONES MAYAKOBA Y PLAYACAR",Quintana Roo,2025,Calidad Ambiental
224,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CHETUMAL, SUBESTACIÓN FELIPE CARRILLO PUERTO",Quintana Roo,2025,Calidad Ambiental
225,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CHETUMAL, SUBESTACIONES INSURGENTES Y CHETUMAL NORTE",Quintana Roo,2025,Calidad Ambiental
226,"PENTA MOTRIZ, S. A. DE C. V.",Chihuahua,2026,Calidad Ambiental
227,"COMERCIAL AUTOMOTRIZ DEL NOROESTE, S.A. DE C.V. (PLASSA NISSAN)",Sinaloa,2026,Calidad Ambiental
228,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA MORELOS, SUBESTACIONES CUAUTLA, CUAUTLA II, INDUSTRIAL CUAUTLA Y LOMAS DE COCOYOC",Morelos,2026,Calidad Ambiental
229,"LA ITALIANA, S.A. DE C.V.",Puebla,2026,Industria Limpia
230,"CFE GENERACIÓN I EPS, CENTRAL CICLO COMBINADO SAN LORENZO POTENCIA",Puebla,2026,Industria Limpia
231,"GRESAISE, S.A. DE C.V.",Tlaxcala,2026,Industria Limpia
232,"FIMEX, S.A. DE C.V.",Jalisco,2026,Industria Limpia
233,"CFE GENERACIÓN I, (CENTRAL TURBO GAS ATENCO)",México,2026,Industria Limpia
234,"CFE GENERACIÓN I, (CENTRAL TURBO GAS COYOTEPEC I Y II)",México,2026,Industria Limpia
235,"AGNICO EAGLE MÉXICO, S.A. DE C.V. (UNIDAD MASCOTA)",Chihuahua,2026,Industria Limpia
236,"ALUCAPS MEXICANA, S.A. DE C.V.",Morelos,2026,Industria Limpia
237,"INTERNATIONAL PAPER MÉXICO COMPANY, S. DE R.L DE C.V. (PLANTA LOS MOCHIS)",Sinaloa,2026,Industria Limpia
238,"PILGRIMęS PRIDE, S. DE R.L. DE C.V. (PLANTA ALIMENTOS I)",Durango,2026,Industria Limpia
239,"MEXICAN SILICATES, S.A. DE C.V. (MINA SEGUNDAS CHIVERIAS)",Puebla,2026,Industria Limpia
240,"ECOMINERALI MEXICANA, S.A. DE C.V. (MINA LA VALENTINA)",Puebla,2026,Industria Limpia
241,"ECOMINERALI MEXICANA, S.A. DE C.V. (MINA LA RIELERA)",Puebla,2026,Industria Limpia
242,"ECOMINERALI MEXICANA, S.A. DE C.V. (MINA NUEVA AMERICA)",Puebla,2026,Industria Limpia
243,"BEBIDAS MUNDIALES, S. DE R.L. DE C.V. PLANTA PIEDRAS NEGRAS",Coahuila,2025,Industria Limpia
244,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN HUAMANTLA II",Tlaxcala,2026,Calidad Ambiental
245,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN HUEYOTLIPAN",Tlaxcala,2026,Calidad Ambiental
246,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN BOSQUES",Puebla,2026,Calidad Ambiental
247,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN INDUSTRIAL",Puebla,2026,Calidad Ambiental
248,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN CINCO DE MAYO",Puebla,2026,Calidad Ambiental
249,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN BUGAMBILIAS SF6",Puebla,2026,Calidad Ambiental
250,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN CHAPULCO",Puebla,2026,Calidad Ambiental
251,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN EXCELOPOLIS",Puebla,2026,Calidad Ambiental
252,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN PUEBLA UNO SF6",Puebla,2026,Calidad Ambiental
253,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN CUAUHTÉMOC",Tlaxcala,2026,Calidad Ambiental
254,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN XICOHTENCATL",Tlaxcala,2026,Calidad Ambiental
255,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN PUEBLA 2000",Puebla,2026,Calidad Ambiental
256,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN EL CONDE",Puebla,2026,Calidad Ambiental
257,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN FUERTES",Puebla,2026,Calidad Ambiental
258,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN CHIGNAHUAPAN",Puebla,2026,Calidad Ambiental
259,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN ATLIXCAYOTL",Puebla,2026,Calidad Ambiental
260,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN AMOZOC II",Puebla,2026,Calidad Ambiental
261,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN VALSEQUILLO",Puebla,2026,Calidad Ambiental
262,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA ORIENTE, SUBESTACIÓN AGUA SANTA",Puebla,2026,Calidad Ambiental
263,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN ANTUĄANO",Puebla,2026,Calidad Ambiental
264,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN APIZACO II",Tlaxcala,2026,Calidad Ambiental
265,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN PANOTLA",Tlaxcala,2026,Calidad Ambiental
266,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN PAPALOTLA",Tlaxcala,2026,Calidad Ambiental
267,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN SANTA ANITA",Tlaxcala,2026,Calidad Ambiental
268,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN ATLIHUETZIA",Tlaxcala,2026,Calidad Ambiental
269,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN CONTLA",Tlaxcala,2026,Calidad Ambiental
270,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN RESURRECCIÓN",Tlaxcala,2026,Calidad Ambiental
271,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PUEBLA PONIENTE, SUBESTACIÓN ALMECATLA",Puebla,2026,Calidad Ambiental
272,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA SAN MARTÍN, SUBESTACIÓN EL MORAL",Puebla,2026,Calidad Ambiental
273,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN SANTA ANA CHIAUTEMPAN",Tlaxcala,2026,Calidad Ambiental
274,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA SAN MARTÍN, SUBESTACIÓN SAN MARTÍN",Tlaxcala,2026,Calidad Ambiental
275,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN ACUITLAPILCO",Tlaxcala,2026,Calidad Ambiental
276,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA VALLE DE BRAVO, SUBESTACIONES PALIZADA, TEXCALTITLÁN, TEJUPILCO Y AGUSTÍN MILLÁN",México,2026,Calidad Ambiental
277,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA ATLACOMULCO, SUBESTACIONES ATLACOMULCO, JILOTEPEC, COMALCO NUEVA, JILOTEPEC INDUSTRIAL, SAN FELIPE DEL PROGRESO Y ATLACOMULCO INDUSTRIAL",México,2026,Calidad Ambiental
278,"CAMIONERA DEL PACÍFICO, S.A. DE C.V. (MATRIZ)",Sinaloa,2026,Calidad Ambiental
279,"AUTO CAMIONES DE CHIHUAHUA, S. A. DE C. V. (SUCURSAL CUAUHTÉMOC)",Chihuahua,2026,Calidad Ambiental
280,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TECAMACHALCO, SUBESTACIÓN ZACATEPEC",Puebla,2026,Calidad Ambiental
281,POPUL AUTO DE MAZATLÁN S.A. DE C.V. (VOLKSWAGEN MAZATLÁN),Sinaloa,2026,Calidad Ambiental
282,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN CALPULALPAN II",Tlaxcala,2026,Calidad Ambiental
283,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TECAMACHALCO, SUBESTACIÓN TEPEACA II",Puebla,2026,Calidad Ambiental
284,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN ALTZAYANCA",Tlaxcala,2026,Calidad Ambiental
285,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA MATAMOROS, SUBESTACIÓN ATLIXCO II",Puebla,2026,Calidad Ambiental
286,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TEHUACÁN, SUBESTACIÓN COAPAN",Puebla,2026,Calidad Ambiental
287,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA MATAMOROS, SUBESTACIÓN IZÚCAR DE MATAMOROS II",Puebla,2026,Calidad Ambiental
288,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TECAMACHALCO, SUBESTACIÓN TECAMACHALCO II",Puebla,2026,Calidad Ambiental
289,"AEROPUERTO DE PUERTO VALLARTA, S.A. DE C.V.(AEROPUERTO INTERNACIONAL VALLARTA - NAYARIT)",Jalisco,2026,Calidad Ambiental
290,"TRINITY RAIL DE MÉXICO, S. DE R.L. DE C.V. (PLANTA TRANSPORTES 319)",Coahuila,2026,Calidad Ambiental
291,"PREMIER AUTOCOUNTRY, S.A. DE C.V. (SUCURSAL LOS MOCHIS)",Sinaloa,2026,Calidad Ambiental
292,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA PAPALOAPAN, SUBESTACIÓN VALLE NACIONAL",Oaxaca,2026,Calidad Ambiental
293,"OMNIBUS DE MÉXICO, S.A. DE C.V. (TRES ANEGAS)",Cd. de México / Zmvm,2026,Calidad Ambiental
294,"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA VALENTÍN GÓMEZ FARÍAS)",Jalisco,2026,Industria Limpia
295,"PFIZER, S.A. DE C.V., PLANTA TOLUCA",México,2026,Industria Limpia
296,"FIBRA HOTELERA, S.C. FIDEICOMISO F/1596 (HOTEL FIESTA AMERICANA AGUASCALIENTES)",Aguascalientes,2026,Calidad Ambiental Turistica
297,"CERVECERÍA MODELO, S. DE. R.L. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
298,"QUÍMICA Y FARMACIA, S.A. DE C.V.",Coahuila,2026,Industria Limpia
299,"CFE GENERACIÓN IV EPS, CENTRAL TERMOELÉCTRICA GUADALUPE VICTORIA (LERDO).",Durango,2026,Industria Limpia
300,"GRUPO EMBOTELLADOR CIMSA, S. DE R.L. DE C.V. (CENTRO PRODUCTOR CUERNAVACA)",Morelos,2026,Industria Limpia
301,CFE GENERACIÓN VI EPS (CENTRAL HIDROELÉCTRICA CAMILO ARRIAGA EL SALTO),San Luis Potosi,2026,Industria Limpia
302,CFE GENERACIÓN III (CENTRAL HIDROELÉCTRICA ELECTROQUÍMICA),San Luis Potosi,2026,Industria Limpia
303,CFE GENERACIÓN VI EPS (CENTRAL HIDROELÉCTRICA MICOS),San Luis Potosi,2026,Industria Limpia
304,"CONDOMINIO MAYAKOBA, A.C. (DESARROLLO TURÍSTICO MAYAKOBA, HOTELES, FAIRMONT, ROSEWOOD, BANYAN TREE Y ANDAZ, CAMPO DE GOLF EL CAMALEÓN, FAIRMONT HERITAGE PLACE).",Quintana Roo,2026,Calidad Ambiental Turistica
305,"CFE GENERACIÓN I EPS, C.H. ING. CARLOS RAMÍREZ ULLOA (EL CARACOL)",Guerrero,2026,Industria Limpia
306,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. - HOTEL SEA GARDEN - DESARROLLO MAYAN PALACE NUEVO VALLARTA",Nayarit,2026,Calidad Ambiental Turistica
307,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (CAMPO DE GOLF NAYAR - DESARROLLO MAYAN PALACE NUEVO VALLARTA)",Nayarit,2026,Calidad Ambiental Turistica
308,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (HOTEL THE GRAND MAYAN - DESARROLLO MAYAN PALACE NUEVO VALLARTA)",Nayarit,2026,Calidad Ambiental Turistica
309,"RGL ARRENDADORA DE INMUEBLES, S.A. DE C.V. (CAMPO DE GOLF GREG NORMAN)",Jalisco,2026,Calidad Ambiental Turistica
310,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (EDIFICIO DE SERVICIOS - DESARROLLO MAYAN PALACE NUEVO VALLARTA)",Nayarit,2026,Calidad Ambiental Turistica
311,"OPLEX, S.A. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
312,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (HOTEL THE GRAND BLISS, - DESARROLLO MAYAN PALACE NUEVO VALLARTA)",Nayarit,2026,Calidad Ambiental Turistica
313,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (HOTEL GRAND LUXXE - DESARROLLO MAYAN PALACE NUEVO VALLARTA)",Nayarit,2026,Calidad Ambiental Turistica
314,"YAZAKI COMPONENTES DE MÉXICO, S. DE R.L. DE C.V. (PLANTA DURANGO)",Durango,2026,Industria Limpia
315,"GLOBAL FLOCK DE MÉXICO, S. DE R.L. DE C.V.",Tlaxcala,2026,Industria Limpia
316,"IQCHEMICALS & LABS, S.A. DE C.V.",Tlaxcala,2026,Industria Limpia
317,"PAPELERA DEL NEVADO, S.A. DE C.V.",México,2026,Industria Limpia
318,"BUSSMANN, S. DE R.L. DE C.V.",Queretaro,2026,Industria Limpia
319,"SÁNCHEZ, S.A. DE C.V. PLANTA TEPEJI",Hidalgo,2026,Industria Limpia
320,"BUEHLER MOTOR DE MÉXICO, S. DE R.L. DE C.V.",Chihuahua,2026,Industria Limpia
321,"MEXICHEM FLÚOR, S.A. DE C.V.",Tamaulipas,2026,Industria Limpia
322,"THALES DIS MÉXICO, S.A. DE C.V.",Morelos,2026,Industria Limpia
323,"BLAZKI, S.A. DE C.V. (HOTEL PUEBLO BONITO EMERALD BAY RESORT & SPA)",Sinaloa,2026,Calidad Ambiental Turistica
324,"HOTEL PLAYA MAZATLÁN, S.A.P.I. DE C.V.",Sinaloa,2026,Calidad Ambiental Turistica
325,"IMBERA, S.A. DE C.V.",Queretaro,2026,Industria Limpia
326,FOMENTO TURÍSTICO DE MAZATLÁN S.A. DE C.V. (GAVIANA RESORT),Sinaloa,2026,Calidad Ambiental Turistica
327,"IMPORTADORA Y MANUFACTURERA BRULUART, S.A.",Cd. de México / Zmvm,2026,Industria Limpia
328,"CORPORACIÓN INMOBILIARIA KTRC, S.A. DE C.V., (HARD ROCK GOLF CLUB RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental Turistica
329,MAXION WHEELS DE MÉXICO S. DE R.L. DE C.V.,San Luis Potosi,2026,Industria Limpia
330,COLOMER S.A DE C.V.,Hidalgo,2026,Industria Limpia
331,"INMOBILIARIA LUNA DEL CARIBE, S.A. DE C.V., (SALÚM Y BEACH CLUB RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental Turistica
332,"DESARROLLO MARINA VALLARTA, S.A. DE C.V., (CAMPO DE GOLF, RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental Turistica
333,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (TEATRO VIDANTA VILLAGE)",Quintana Roo,2026,Calidad Ambiental Turistica
334,"DESARROLLO MARINA VALLARTA, S.A. DE C.V., (GRAND LUXXE RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental Turistica
335,"DESARROLLO MARINA VALLARTA, S.A. DE C.V., (THE GRAND MAYAN RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental Turistica
336,"DESARROLLO MARINA VALLARTA, S.A. DE C.V., (THE GRAND BLISS Y LOBBY CENTRAL RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental Turistica
337,"METAPOL, S.A. DE C.V.",Tlaxcala,2026,Industria Limpia
338,"POLAQUIMIA, S.A. DE C.V. PLANTA TLAXCALA",Tlaxcala,2026,Industria Limpia
339,"CONSORCIO INDUSTRIAL MEXICANO DE AUTOPARTES, S. DE R.L. DE C.V., PLANTA HUAMANTLA",Tlaxcala,2026,Industria Limpia
340,"ACEITES, GRASAS Y DERIVADOS, S.A. DE C.V. (PLANTA ZAPOPAN)",Jalisco,2026,Industria Limpia
341,"PROCTER & GAMBLE MANUFACTURING MÉXICO, S. DE R.L. DE C.V. (PLANTA MARISCALA)",Guanajuato,2026,Industria Limpia
342,"INGREDION MÉXICO, S.A. DE C.V. PLANTA ACEITERA",Jalisco,2026,Industria Limpia
343,"TELAS LAPROTEX, S. DE R.L. DE C.V.",Aguascalientes,2026,Industria Limpia
344,"ECOFIBRAS PONDEROSA, S.A. DE C.V. (CENTRO DE ACOPIO QUERÉTARO)",Queretaro,2026,Calidad Ambiental
345,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA LÁZARO CÁRDENAS, SUBESTACIONES LÁZARO CÁRDENAS DISTRIBUCIÓN, CAYACAL, LA MIRA, GUACAMAYAS, ARTEAGA",Michoacan,2026,Calidad Ambiental
346,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA LÁZARO CÁRDENAS, SUBESTACIÓN INFIERNILLO.",Michoacan,2026,Calidad Ambiental
347,"GRUPO FERTINAL, S.A. DE C.V. (MUELLE)",Michoacan,2026,Calidad Ambiental
348,"ASTRAZENECA, S.A. DE C.V",Cd. de México / Zmvm,2026,Industria Limpia
349,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA POZA RICA, SUBESTACIÓN AGUA FRÍA.",Puebla,2026,Calidad Ambiental
350,"AEROPUERTO DE VERACRUZ, S.A. DE C.V.",Veracruz,2026,Calidad Ambiental
351,"DYNO NOBEL MÉXICO, S.A. DE C.V.",Durango,2026,Industria Limpia
352,"AEROPUERTO DE TIJUANA, S.A. DE C.V.",Baja California,2026,Calidad Ambiental
353,"PROVEEDORA MEXICANA DE MONOFILAMENTOS, S.A. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
354,"JIDOSHA INTERNACIONAL, S.A. DE C.V. (SUCURSAL NUEVO CASAS GRANDES)",Chihuahua,2026,Calidad Ambiental
355,"ENERGÍA AZTECA X, S.A. DE C.V.",Baja California,2026,Industria Limpia
356,"CONSOLIDATED MEDICAL EQUIPMENT COMPANY, S. DE R.L. DE C.V.",Chihuahua,2026,Industria Limpia
357,"LEXMARK INTERNACIONAL, S.A. DE C.V.",Chihuahua,2026,Industria Limpia
358,"PRODUCTOS MEDIX, S.A. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
359,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA MATEHUALA, SUBESTACIONES GUADALCÁZAR Y MATEHUALA",San Luis Potosi,2026,Calidad Ambiental
360,"BEROKY, S.A. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
361,"CAMIONERA DE CHIHUAHUA, S.A. DE C.V. (MATRIZ)",Chihuahua,2026,Calidad Ambiental
362,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA COLIMA, SUBESTACIÓN COAHUAYANA",Michoacan,2026,Calidad Ambiental
363,"DESARROLLO MARINA VALLARTA, S.A. DE C.V. (PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES RIVIERA MAYA)",Quintana Roo,2026,Calidad Ambiental
364,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA TEZIUTLÁN, SUBESTACIONES TEZIUTLÁN Y ZACAPOAXTLA.",Puebla,2026,Calidad Ambiental
365,"CFE DISTRIBUCIÓN, GERENCIA SURESTE, ZONA LOS RÍOS, SUBESTACIONES CONALEP, LA CURVA, MACUSPANA Y TENOSIQUE.",Tabasco,2026,Calidad Ambiental
366,"OMNIBUS DE MÉXICO, S.A. DE C.V. (AV. CENTRAL)",Cd. de México / Zmvm,2026,Calidad Ambiental
367,SALA REGIONAL ESPECIALIZADA DEL TRIBUNAL ELECTORAL DEL PODER JUDICIAL DE LA FEDERACIÓN,Cd. de México / Zmvm,2026,Calidad Ambiental
368,"OLAM ENERGY, S.A. DE C.V. (BASE OLAM CARMEN)",Campeche,2026,Calidad Ambiental
369,"PFIZER, S.A. DE C.V. OFICINAS CORPORATIVAS",Cd. de México / Zmvm,2026,Calidad Ambiental
370,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA ZIHUATANEJO, SUBESTACIONES PUNTA IXTAPA Y SAN JERÓNIMO",Guerrero,2026,Calidad Ambiental
371,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA TLAXCALA, SUBESTACIÓN XALOSTOC",Tlaxcala,2026,Calidad Ambiental
372,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L. DE C.V., PLANTA PANZACOLA",Tlaxcala,2026,Industria Limpia
